parcel_id,lon,lat
10000,-1.2616776578456799,49.62942297107524
10001,-1.5307437802378043,48.930773711840274
10002,-1.2971108412134587,49.62994971580994
10003,-0.3576062979696402,49.30139464653417
10004,-1.5931709034361885,49.19639138581163
10005,-1.5805422020665933,49.02351678838556
10006,-1.5573736659219517,49.218978729588905
10007,-1.2266633658062225,49.617377767230934
10008,-1.5938235098497837,49.17337029556239
10009,-0.3921752968544821,49.313696002197325
10010,-1.4796596665272226,49.45978247099081
10011,-1.5455367326484974,49.02308079558184
10012,-0.42975611037675365,49.26847635367877
10013,-1.5391233288252422,49.241778261732605
10014,-0.489490411728293,49.13160341964136
10015,-1.5663436199085732,48.908191712799486
10016,-0.2772727779428923,49.161338523603376
10017,-0.46550067203372586,49.257750952835835
10018,-1.5742830248668804,49.24221760856677
10019,-0.4520719465996613,49.17684608507639
10020,-1.4898926571771336,49.12599910427936
10021,-0.39338974029055546,49.29069230144949
10022,-1.3910005980637092,49.470096981409334
10023,-0.32367777780644463,49.2775819699259
10024,-0.27798279411820964,48.827385525694126
10025,-1.4055235919522944,49.02123067346934
10026,-0.40064396756624815,49.15266769939679
10027,-0.49181229373741997,49.08559095298994
10028,-1.4406903509198936,49.57440374401257
10029,-0.4315481120128233,49.23396946449535
10030,-0.20842148187433068,49.136661241542114
10031,-0.49773828032501244,49.316031307829775
10032,-1.1106597944939456,48.94768651055203
10033,-1.5925174643950777,49.21941237738451
10034,-1.5475459634691955,48.95401657860411
10035,-1.546542305563243,48.988548798644594
10036,-0.4475230661380726,48.923395974045484
10037,-1.1371154037816715,48.706290587218014
10038,-0.5499538419916533,49.32866603599873
10039,-1.318391642339175,49.52663472113451
10040,-0.45088957911703864,49.199851303647904
10041,-1.4049196382933047,49.58543010464691
10042,-0.6914108146345344,48.94005423836678
10043,-0.5924434295300548,49.17985956033409
10044,-0.4273614345341378,49.31448514164011
10045,-0.3970237887102257,49.22168051402721
10046,-0.40544941547036406,49.060649016584804
10047,-0.5335036612449453,49.30528524895676
10048,-1.5310814962920571,48.9192629618065
10049,-0.895618655984515,48.656067137216695
10050,-1.468596258451838,48.676628011879046
10051,-0.28978188636647895,49.25375980510738
10052,-1.511218836254722,48.999613240441136
10053,-0.24092060823685427,49.18350698175038
10054,-0.3504929076735631,49.105463514406395
10055,-0.2991886238474072,49.081241756316004
10056,-0.22851491422050438,49.09108135547548
10057,-0.34372842776230605,49.23198216734648
10058,-1.3693939941155564,49.05527055164825
10059,-0.43868196589653324,49.09593935348138
10060,-1.2802045287640513,49.60667178570496
10061,-1.0039940737970043,48.99195107957026
10062,-1.4975304796810853,48.87277015841648
10063,-0.2472991122454162,49.06849894815335
10064,-1.448384162725791,48.76848140378617
10065,-1.2663249659266893,48.99619255434376
10066,-0.23426447216480226,48.98757367404781
10067,-1.2987139617722692,49.58391736515324
10068,-0.16240538885324968,49.02037634349247
10069,-1.5597140300432257,49.138406050281084
10070,-1.354524104870082,49.50412614976591
10071,-0.5941168419481794,49.145347877828364
10072,-0.2785339052173576,49.13833636248789
10073,-1.510188428975176,49.03414462303069
10074,-0.9966426427409807,48.73848041564185
10075,-1.3624443298943172,48.73274556739328
10076,-0.46432117399052897,49.2807560873703
10077,-0.39581398367603193,49.24468455733773
10078,-0.1915299411751693,48.813793647207966
10079,-0.7057085232247041,49.009433913715924
10080,-1.5676594607936432,48.862147657367096
10081,-0.5902072325229311,49.225874748596084
10082,-0.331740266934301,49.12806316971374
10083,-0.6993374385378084,49.1474934906904
10084,-0.198023740196484,49.00973114306113
10085,-1.211379636679214,49.06444427560812
10086,-0.484828872835008,49.223627001671694
10087,-0.5415112983681896,49.14423914497763
10088,-1.1710589953357848,48.72986599800784
10089,-0.5715148817368026,49.248513925508895
10090,-0.5127733874473539,49.01694994746315
10091,-0.31773531270172173,48.73618613690644
10092,-1.5149741399248673,49.46024137068558
10093,-0.8747319711183675,49.15085655045392
10094,-1.512589660502117,48.95357104878461
10096,-0.37702647588852173,49.267290545757035
10097,-0.9666780360114967,49.04887600204461
10098,-1.3691330050871064,49.596445220346055
10099,-0.19608431482974584,49.04423277027581
10100,-0.8221102016508709,49.1498755893516
10101,-0.4877451172811134,49.16611247409169
10102,-1.3525907568129714,49.5616689633513
10103,-0.8087775630684257,48.654447186351504
10104,-0.6675026931708992,49.07776133777258
10105,-0.5957870613894619,49.11083594570836
10106,-0.6066594642257651,49.249247756182996
10107,-1.0305404793475816,48.762096512537674
10108,-1.3705225934771075,49.02074160853688
10109,-0.18184033551190837,48.98630406398231
10110,-0.5188007144615,49.24739315026623
10111,-0.2753780735071614,49.195841547451835
10112,-0.6648034097154524,49.13528440201772
10113,-0.5199535309602478,49.22438692323096
10114,-0.14623568472909548,48.996944550742136
10115,-1.3380217861396386,49.46934770462988
10116,-0.9641696927158714,48.68033154468762
10117,-0.7083697295637963,49.33191734388164
10118,-1.4091896994025777,48.906130590246185
10119,-0.772585821870663,49.07983804023667
10120,-0.8683041776955971,49.300434330351514
10121,-0.25363719804505935,48.953487998031164
10122,-0.1534429048963959,48.8704416824667
10123,-0.14857276030917435,49.26187428779412
10124,-0.7674280446519185,48.80336159351678
10125,-0.4017186968634754,48.795693731803325
10126,-0.6620955213026023,49.192806779631674
10127,-0.26353880158097115,49.09191756716865
10128,-0.4318374437629464,48.88849912176157
